,Soil_Moisture,Ambient_Temperature,Humidity,Light_Intensity,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Plant_Health_Status
0,27.521108772254976,22.24024536256306,55.29190389508887,556.172805131218,10.003649716693408,45.80685202827101,39.0761990273964,High Stress
1,14.835566151888916,21.706763280909925,63.94918051173581,596.1367212302714,30.712561999903446,25.394392604876717,17.944826069293086,High Stress
2,17.086361974997438,21.180945559285547,67.83795648765081,591.124626808531,29.337002244708145,27.57389184801944,35.70653021497076,High Stress
3,15.336156078582944,22.593301942227185,58.1908110056612,241.4124763779383,16.966620652162902,26.180704807734543,26.257745750530415,High Stress
4,39.82221602941021,28.929001064000246,63.77203576821832,444.4938296099551,10.944960674183616,37.89890673322764,37.65448346092087,High Stress
5,29.20836481534943,24.36420868878257,46.392811452098336,496.23303984208593,10.060115254353562,15.61066678392153,21.78267157334869,High Stress
6,16.351409451876588,23.022894958221272,56.90621179183925,454.63921437395226,28.01088961923503,32.56459220624491,39.93465589107949,High Stress
7,33.307696956004705,20.1991857151318,56.3262169649808,455.6989746013178,15.871378906939157,10.454181882674298,24.85372660083295,Moderate Stress
8,12.722726094083018,25.46764546847184,47.54417466418322,635.0570336625123,45.630529643515445,47.459179011485794,12.451933305272362,High Stress
9,13.244641440291131,27.63668532784915,65.61576853617763,393.2477805158376,44.42299620666396,39.8111137142493,38.61301951054703,High Stress
10,24.998960131191488,25.93062360229092,56.82434202030795,482.25099981750736,47.151737418141664,29.664655280968866,43.82420909848479,Moderate Stress
11,31.606610983776264,23.994648082601124,58.53132772714595,763.5381969363248,38.99632102100775,36.36820487037618,44.1658676717412,Healthy
12,23.526045611952632,19.000491563586657,57.75413529301306,436.3746794273101,37.68127345640211,33.798220487140355,13.927253840739336,Moderate Stress
13,21.535296059923027,19.739669989047524,47.508460278949656,724.1481606697018,23.20989199022456,20.83762928343027,47.81699295320289,Moderate Stress
14,23.78048857806465,26.49079136127092,45.879799050110336,561.1187449128007,20.604461602413096,21.87283781437962,42.60746829402834,Moderate Stress
15,28.12275833847145,27.295814207845424,52.06643944969609,515.1991467931699,38.00608619256021,46.98617181036772,20.36898511048516,Moderate Stress
16,22.281166928044687,19.26392676469244,45.21420851771271,800.7266096441854,43.29970174033641,24.2287173239832,18.543163735791023,Moderate Stress
17,15.20503814406763,23.63405834504201,40.83784536677513,423.1442154692256,38.02204031781415,29.99313829276206,49.61968733605273,High Stress
18,39.2429306005678,29.39285652160216,61.67028339323424,203.4998926357084,19.617700940617343,24.06266417792446,24.7111723658354,Moderate Stress
19,35.32985581724917,22.373446831763303,40.67374637596763,395.1885279888143,18.30197622231811,40.10100497837372,48.28607160759917,Moderate Stress
20,37.396984355779,28.416181650877554,63.69918699110808,735.681831364056,43.70091909620442,23.471298888650715,19.977975541653308,Healthy
21,37.74516990437203,20.530868169521906,47.25582510605044,472.7790052478596,33.30690851830787,19.48625691387701,13.115211162619316,Healthy
22,32.70184017367443,29.192802625598347,62.82887406115603,427.2720750642514,23.64884031232485,30.76573369254764,24.034968640333133,Healthy
23,39.446354042325694,24.28970893332943,50.56190134388186,319.4868231179959,41.53746912160217,31.346683096204053,25.911648628421627,Healthy
24,39.567367086043205,25.55026655290689,63.67890896461528,867.7026544748144,37.17596017513213,44.44907061744422,28.14194879398197,Healthy
25,29.545701066289915,24.809210954654034,42.01890238666286,923.2339881448264,30.02690448254624,39.64089254772232,17.255712165103215,Moderate Stress
26,15.499959079570708,26.282783845950345,40.25984233583839,677.0739745930812,41.4251533040172,44.001699769602986,47.26958662650593,High Stress
27,33.1564814738942,19.0296370497881,44.4687263184109,339.8834702931435,49.30164713694887,21.98600516443456,28.99541767282429,Healthy
28,30.79192053725144,25.182985979667865,63.92669146225151,524.9309827398718,13.606753183842557,10.92224740868526,26.29824837632457,High Stress
29,13.90916870441628,21.95147498004146,42.4098101037432,508.2548631737778,48.314877000091656,35.84873974506136,16.623274387712552,High Stress
30,19.06898516434994,18.89191428106705,59.990034181183695,867.1298681507387,46.3939443087654,14.804221954171297,15.707582248535196,High Stress
31,39.83876413758551,21.65353180545177,69.68726259987122,607.1387548836982,35.388717237448446,25.1349624321935,49.06148713813968,Healthy
32,37.70253750807224,18.2812708788201,53.78590330361981,227.57293663508003,29.424134190024912,42.17685464202344,38.73133015210978,Healthy
33,18.138595130038976,22.06444668918239,51.536820114820365,302.8768790319144,11.391362679230811,24.448494856405084,29.851923834548508,High Stress
34,31.283431483297427,22.24091207195894,50.497093713530624,297.6229175194561,45.38938799060988,21.926895241865168,31.029176838492543,Healthy
35,28.41588625558361,27.423014753798448,66.14889901295848,577.3716030143112,39.24288859062475,11.23995349444721,18.76113773885676,Moderate Stress
36,15.729236709381244,29.585600227907552,66.98353088899378,222.82530169209628,15.040584794728137,39.76807705094619,31.270064413044103,High Stress
37,28.08880201560132,21.532658204621857,43.6097378357978,560.0587425188842,13.359300742911264,45.153525718687135,49.47810751714472,High Stress
38,29.55269085194686,24.78499673558113,50.62575539060849,735.8495565491255,14.835368670575397,31.761723313444783,34.95129017418782,High Stress
39,13.113382850974586,22.862325240850154,67.05026738030428,576.3646454522128,46.57091886534257,20.476744420247517,43.31714064580272,High Stress
40,19.30080763926231,18.08769868874087,44.80825005597495,547.135861552089,33.87747121377826,21.34097935596134,32.214139605196195,High Stress
41,32.383672811092005,29.990886104906263,68.13763607774416,711.343799780007,38.24624998358426,13.287242023234745,23.52999186736586,Healthy
42,18.251686782570356,20.14741830441229,56.04820926102056,441.9643933529116,25.149192594530483,21.418687952879697,27.724616161028777,High Stress
43,26.53859153518153,24.98914907823128,68.02007961739261,557.6035255532602,40.859230300253294,31.281354350884914,15.203045831623374,Moderate Stress
44,31.56279707432933,23.87187866545604,54.47405198205696,305.33811254173867,40.19293781772526,26.96035800909907,11.871370124143876,Healthy
45,29.13152394775644,29.974187489793906,53.38227753497056,599.1035871738493,16.1896364866055,48.52344759587025,44.60789226258797,Moderate Stress
46,25.340791793058763,28.82947029607921,61.67313077821328,333.83254955220445,35.04021850154842,18.335134085088374,13.892367797804566,Moderate Stress
47,39.094176016080525,28.108533787137244,47.97210144844303,327.49001403413047,14.691300366421544,46.62276502381997,12.701658210554816,High Stress
48,13.907011533548616,18.91604672231001,44.43625970964736,547.9559147060293,33.65886082238002,24.220653476639868,23.04048069478037,High Stress
49,24.21651048287519,22.55603534579772,67.3530864149731,443.6550923080746,30.95662655094962,43.43994079294875,26.80310053189404,Moderate Stress
50,26.44054757324725,19.47115782771984,69.49187236233244,361.5600382962176,32.59352905324575,29.020349862605137,23.00039913067995,Moderate Stress
51,10.952615544828191,26.731841338368756,41.14323195346171,509.3614667358201,16.795876388635453,16.068011555499254,43.509190827513066,High Stress
52,10.41624794970261,23.641970052932823,52.438830049692434,584.9485652718583,35.07267551640781,16.6374034502875,32.209934389421605,High Stress
53,22.27273443109404,20.38140880639466,68.75122088338078,251.47492141119983,20.59928647708492,42.39350178848776,11.166819784208071,Moderate Stress
54,11.424120540996224,20.77588173051334,51.03741171594684,997.7164404842908,24.67787893560916,12.765703185980495,25.39555065272845,High Stress
55,19.50777936319778,25.47068861874663,60.21570423996971,841.8691015679442,46.7595428105946,24.27404838516558,22.96222395830322,High Stress
56,21.278934359257256,28.441287849759107,42.26880350797616,827.2890607974824,30.38797074542777,42.39916333595941,26.85373477490458,Moderate Stress
57,25.175474840140037,27.28844499402397,47.18723871336932,466.4701541078477,47.53710111342358,28.17896496938237,44.10112808823047,Moderate Stress
58,26.57864292857004,18.70349913519968,58.642336075864335,446.7431823331706,30.00625912719356,35.0993639800388,26.53183184661996,Moderate Stress
59,22.72210717594899,22.678283228511425,51.708114455034135,711.5483344004775,49.84150704909836,29.59782481097853,33.619886993773775,Moderate Stress
60,28.096902710952644,18.303771061986016,46.59754920994967,757.1550848504886,12.369419032987796,12.55027756209735,25.52858296203334,High Stress
61,32.23443042974321,28.33192937653484,63.86715314928126,540.1039676207247,22.45649407296871,44.50710705755301,48.082556051586,Healthy
62,13.74413383696061,29.12807686435398,59.182493268009154,811.9545888360167,13.399449784717188,39.42323185288816,23.125758625428475,High Stress
63,21.99579369538853,19.082115886170413,57.71403655365325,970.469345457892,10.971615722674152,27.383720149891847,39.23158588632455,High Stress
64,29.87090333941557,22.160368526499703,66.88471578770324,430.3451671305756,31.312149651216394,35.73888605220515,40.895337059832286,Moderate Stress
65,11.574463943240897,21.618161216279866,62.76925953485869,361.875460752102,16.955633250025826,36.77166195563872,29.645948675768963,High Stress
66,11.453152038746833,21.27421644917689,62.25665715517789,383.2490969046178,16.819420714414758,23.294640256079703,13.001144235603114,High Stress
67,10.0007235973127,27.3136145894,53.17610378214588,971.3119325749224,12.236835902376331,11.496746622979298,37.091907235016535,High Stress
68,15.22887048767613,23.930976223052404,69.89315156634771,392.7872464911848,15.060010892256969,31.71606883248937,34.7384494012287,High Stress
69,15.063498249315312,26.01136312782904,43.27074149361653,342.62517070095134,33.38714913246882,16.706473648603634,45.416736395604914,High Stress
70,15.94565099898524,21.199756648930983,53.93526056944337,282.41789527071285,30.364076966975794,34.70555916990139,33.22740028541511,High Stress
71,26.258953999177315,21.61476077512002,48.64184152320907,901.8664070181692,16.011199376896997,27.94609856119432,13.434886198622817,Moderate Stress
72,20.58539448176215,26.87388868228549,55.94891458883899,458.4411259052863,32.24685339164227,42.271011624347615,15.23458108035988,Moderate Stress
73,29.16997395788606,20.252278974808384,40.09369757862235,279.8975355640015,37.07632497106759,13.136513552632314,26.583491416408236,Moderate Stress
74,11.91581653671213,27.724725528065814,44.3053143693079,506.0008133543434,31.26066258634093,41.16174083805774,11.335061992847717,High Stress
75,23.38749715783955,23.38979510009635,55.84280527008026,852.9270946734355,17.547524972614553,47.12128341665601,31.23584891432676,Moderate Stress
76,31.939621273808317,22.6000197932257,56.63488115516914,867.6977976231797,45.22237535812754,47.93910900225927,34.64270894906163,Healthy
77,25.844581302953337,26.51913261699472,58.78332658831663,970.1411583283808,17.037948429668855,21.832728188378265,27.533428592792003,Moderate Stress
78,37.62363972012233,21.203605268761205,68.03210260940055,895.6625732919646,38.75135340683925,32.700130809758626,10.881608462817294,Healthy
